University,City,Country,CourseName,CourseDescription,StartDate,EndDate,Price,Currency
Kazan State Finance and Economics Institute ,Gorki Vtoryye,Russia,Staff Accountant II,Optional didactic middleware,2016-12-21,2017-06-18,8832.09,RUB
Dongbei University of Finance And Economics,Tumen,China,VP Marketing,Cross-group zero tolerance initiative,2017-09-28,2018-03-20,6507.49,CNY
Université de Metz,Paris La Défense,France,Human Resources Assistant III,Mandatory context-sensitive definition,2018-03-08,2018-05-07,4299.2,EUR
Southern Yangtze University,Lantian,China,Financial Analyst,Persistent national function,2018-11-17,2019-04-14,1089.65,CNY
Voronezh State Pedagogical University,Mosal’sk,Russia,Database Administrator II,Pre-emptive even-keeled hardware,2017-03-14,2017-08-01,5003.11,RUB
Politeknik Negeri Bandung,Fatufaun,Indonesia,Operator,Re-contextualized holistic local area network,2017-03-03,2017-09-30,9493.68,IDR
Shanghai International Studies University,Maojiagang,China,Systems Administrator II,Future-proofed mission-critical productivity,2017-04-10,2017-09-08,4458.63,CNY
Shanghai TieDao University,Chadong,China,Accountant II,Customizable full-range ability,2019-03-06,2019-09-23,6559.44,CNY
Universitas Pakuan,Cijoho,Indonesia,Electrical Engineer,Operative foreground Graphical User Interface,2019-06-11,2019-10-12,8882.6,IDR
Technical University of Warsaw,Walce,Poland,Engineer II,Innovative client-server support,2017-05-03,2017-10-27,5102.54,PLN
Universidad Politécnica de Valencia,Ourense,Spain,Clinical Specialist,Integrated directional middleware,2017-08-11,2017-11-01,118.31,EUR
"Universidad de Bogotá ""Jorge Tadeo Lozano""",El Banco,Colombia,Structural Engineer,Configurable global benchmark,2016-11-18,2017-01-23,4246.06,COP
Viterbo College,Saint Paul,United States,Nurse,Managed didactic pricing structure,2018-12-16,2019-06-03,5521.44,USD
Pangasinan State University,Agbannawag,Philippines,VP Product Management,Synergistic exuding functionalities,2019-07-27,2020-01-14,4960.72,PHP
Universitas 17 Agustus 1945 Cirebon,Golomunta,Indonesia,Help Desk Technician,Networked actuating success,2018-08-24,2018-10-21,5802.52,IDR
Orenburg State University,Shar’ya,Russia,Staff Accountant III,Secured full-range secured line,2019-08-24,2019-12-31,8099.14,RUB
Universiti Sains Malaysia,Tawau,Malaysia,Programmer IV,Digitized systemic utilisation,2019-09-05,2020-01-15,7219.87,MYR
2nd Military Medical University,Kandun,China,Research Assistant IV,Operative leading edge matrices,2018-06-03,2018-12-01,4507.97,CNY
Bohai University,Dalai,China,Senior Editor,Implemented user-facing application,2018-02-10,2018-04-10,5895.55,CNY
University of Liverpool,Merton,United Kingdom,Database Administrator II,Polarised user-facing matrices,2019-08-24,2020-01-05,5378.56,GBP
Universidad de La Salle,Flandes,Colombia,Teacher,Cross-platform web-enabled monitoring,2018-06-05,2018-07-23,7831.22,COP
The University of Nottingham Ningbo China,Baisha,China,General Manager,Persistent 3rd generation budgetary management,2016-12-21,2017-06-30,3446.91,CNY
The College of The Bahamas,Abraham’s Bay,Bahamas,Biostatistician I,Synergistic full-range forecast,2019-10-16,2020-05-15,475.7,BSD
Universidad Adventista de Colombia,Pitalito,Colombia,Senior Editor,Up-sized stable frame,2018-04-13,2018-09-29,1849.9,COP
Southeastern Baptist College,Reading,United States,Senior Cost Accountant,Compatible logistical productivity,2016-12-02,2017-05-23,6229.98,USD
Universidade Internacional Lisboa,Zouparria do Monte,Portugal,Sales Representative,Advanced zero tolerance encoding,2018-08-31,2018-10-06,5328.61,EUR
University of Malta,Għaxaq,Malta,Analog Circuit Design manager,Reverse-engineered regional Graphic Interface,2018-05-21,2018-12-18,9812.74,EUR
Holar University College,Akureyri,Iceland,Recruiting Manager,Focused eco-centric focus group,2018-05-16,2018-06-23,1977.04,ISK
Higher School of Economics,Neklyudovo,Russia,Desktop Support Technician,Phased 3rd generation utilisation,2017-05-06,2017-06-01,175.34,RUB
Crawford University ,Bugana,Nigeria,Office Assistant III,Phased systematic synergy,2017-11-17,2018-03-03,6888.03,NGN
National University of Internal Affairs,Karolino-Buhaz,Ukraine,Sales Representative,Grass-roots web-enabled local area network,2019-07-16,2019-09-06,3440.07,UAH
University of Nueva Caceres,Butubut Norte,Philippines,Financial Advisor,Persevering dedicated architecture,2016-10-16,2016-11-05,1122.17,PHP
International University of Japan,Toyonaka,Japan,Payment Adjustment Coordinator,Intuitive well-modulated system engine,2018-03-22,2018-09-08,7611.34,JPY
School of Design and Crafts,Nykvarn,Sweden,Recruiter,Focused composite Graphical User Interface,2017-05-14,2017-07-01,7441.19,SEK
University of Pretoria,Fort Beaufort,South Africa,Recruiting Manager,Stand-alone even-keeled interface,2016-06-10,2016-10-02,5522.01,ZAR
Inner Mongolia Agricultural University,Guanshan,China,Web Developer III,Up-sized didactic installation,2016-05-31,2016-12-12,8326.66,CNY
Politeknik Negeri Lhokseumawe,Sulahan,Indonesia,Actuary,Grass-roots homogeneous throughput,2018-05-17,2018-12-19,1533.51,IDR
Engineering Faculty of Asian University,Uttaradit,Thailand,Food Chemist,Centralized 4th generation data-warehouse,2016-06-15,2016-11-01,1475.61,THB
Tarim University,Xishaqiao,China,Registered Nurse,Multi-layered fresh-thinking encoding,2019-08-27,2019-11-03,9142.71,CNY
Bircham International University,Valencia,Spain,Administrative Assistant IV,Distributed systematic capability,2018-07-11,2018-12-04,2367.83,EUR
St. Petersburg State Theatre Arts Academy,Pryazha,Russia,Food Chemist,Versatile 24/7 database,2018-03-05,2018-08-23,7119.08,RUB
Agricultural University of Szczecin,Ryczywół,Poland,Computer Systems Analyst II,Digitized zero administration project,2018-06-05,2018-06-28,2289.2,PLN
Shanghai University,Lingyuan,China,Administrative Officer,Cloned cohesive neural-net,2017-11-27,2018-05-03,9454.33,CNY
Universidade Salvador,Novo Hamburgo,Brazil,Assistant Media Planner,Mandatory secondary infrastructure,2016-06-05,2016-10-29,4594.16,BRL
Silesian School of Economics and Languages,Przelewice,Poland,Sales Representative,Business-focused systematic groupware,2019-07-24,2019-09-16,7616.01,PLN
Universidade de Vila Velha,Simões Filho,Brazil,Senior Quality Engineer,Virtual coherent array,2019-07-03,2019-07-24,9812.29,BRL
Ural State Academy of Architecture and Arts,Troitskoye,Russia,Editor,Ergonomic fault-tolerant archive,2017-06-30,2017-12-28,7942.73,RUB
Batterjee Medical College,Qal‘at Bīshah,Saudi Arabia,Quality Engineer,Customer-focused bi-directional strategy,2017-04-09,2017-05-23,5285.6,SAR
Universidad Salesiana de Bolivia,Uyuni,Bolivia,Safety Technician II,Intuitive optimizing instruction set,2016-11-23,2017-01-17,2929.29,BOB
Surugadai University,Ueki,Japan,Community Outreach Specialist,Multi-layered system-worthy focus group,2019-09-08,2020-04-07,9472.12,JPY
NHTV Breda University of Professional Education,Zwolle,Netherlands,Assistant Professor,Cross-group mobile concept,2018-07-14,2018-11-25,4296.31,EUR
Universidad José Antonio Páez,Valencia,Venezuela,Registered Nurse,Optimized didactic software,2019-03-06,2019-09-01,9646.06,VEF
University of Jinan,Huangmei,China,Sales Associate,Cross-platform 3rd generation superstructure,2019-03-22,2019-10-21,5687.09,CNY
University of Al-Qadisiyah,Tozkhurmato,Iraq,Marketing Assistant,Enterprise-wide high-level access,2016-07-08,2016-11-08,5939.1,IQD
Siberian State Transport University,Kostino,Russia,Nurse Practicioner,Quality-focused grid-enabled neural-net,2016-10-25,2016-11-02,8688.36,RUB
Godfrey Okoye University ,Ubiaja,Nigeria,Senior Quality Engineer,Assimilated solution-oriented toolset,2019-03-14,2019-08-15,5387.53,NGN
Universitas Bakrie,Puncakwangi,Indonesia,Help Desk Operator,Mandatory asynchronous synergy,2017-10-12,2018-01-31,830.9,IDR
Tianjin Polytechnic University,Duqu,China,Research Assistant I,Synchronised system-worthy benchmark,2019-08-22,2019-10-17,7537.79,CNY
University of the Humanities,Ölgiy,Mongolia,Operator,Public-key dynamic access,2018-10-05,2019-05-10,8166.61,MNT
"University of Shkodra ""Luigj Gurakuqi""",Skore,Albania,Community Outreach Specialist,Progressive needs-based project,2016-10-11,2017-01-18,9583.82,ALL
Hajvery University Lahore for Women,Garhi Yāsīn,Pakistan,Senior Cost Accountant,Adaptive dynamic concept,2019-11-29,2019-12-01,8315.9,PKR
University of Namibia,Okakarara,Namibia,Compensation Analyst,Decentralized heuristic workforce,2017-03-21,2017-08-21,3971.49,NAD
Baze University Abuja,Uruobo-Okija,Nigeria,Sales Associate,Pre-emptive zero tolerance hierarchy,2018-11-19,2019-06-12,7232.28,NGN
Moraine Valley Community College,Oklahoma City,United States,Administrative Assistant II,Ergonomic grid-enabled ability,2018-06-17,2018-12-25,8550.51,USD
Pangasinan State University,Mailag,Philippines,Analyst Programmer,Ergonomic context-sensitive intranet,2019-06-18,2019-10-30,1699.59,PHP
Universidad San Juan de la Cruz,Desamparados,Costa Rica,Computer Systems Analyst III,Self-enabling impactful emulation,2017-03-24,2017-08-05,5210.96,CRC
Institute of Accountancy Arusha,Kihangara,Tanzania,Staff Scientist,Ergonomic executive success,2016-12-18,2017-02-04,1458.54,TZS
Universitas Islam Sultan Agung,Katur,Indonesia,Senior Developer,Switchable zero defect Graphical User Interface,2016-05-07,2016-08-20,1482.73,IDR
Leon Kozminski Academy of Entrepreneurship and Mangement,Dziemiany,Poland,Systems Administrator IV,Total analyzing website,2016-02-28,2016-09-20,6547.7,PLN
Zhongnan University of Economics and Law,Wuyang,China,Associate Professor,Persistent intangible open system,2018-01-16,2018-06-30,2526.47,CNY
Selkirk College,Warwick,Canada,Executive Secretary,Progressive zero tolerance portal,2019-11-24,2020-04-13,7809.63,CAD
Fujian Agricultural University,Longyuanba,China,Food Chemist,Centralized incremental toolset,2016-03-02,2016-07-19,668.99,CNY
Hebei United University,Gaoqiao,China,Recruiting Manager,Cloned high-level info-mediaries,2017-01-14,2017-05-01,9945.58,CNY
"De La Salle University, Araneta",Jaguimitan,Philippines,Speech Pathologist,Future-proofed solution-oriented internet solution,2016-11-29,2017-06-24,5669.03,PHP
Instituto Politecnico do Porto,Janes,Portugal,Senior Cost Accountant,Open-source didactic model,2017-08-11,2017-12-30,9739.04,EUR
The Rockefeller University,Orlando,United States,Senior Cost Accountant,Cross-group incremental workforce,2017-04-10,2017-06-30,9774.85,USD
Universidad Católica de Santiago de Guayaquil,Catamayo,Ecuador,VP Accounting,Progressive bandwidth-monitored customer loyalty,2018-06-27,2019-01-13,7324.34,USD
Beijing Forestry University,Youhao,China,Senior Editor,Advanced cohesive moderator,2016-10-08,2016-10-21,572.64,CNY
Debre Markos University,Genet,Ethiopia,Staff Accountant IV,Universal bandwidth-monitored extranet,2016-05-28,2016-06-17,5403.09,ETB
Wuhan University School of Medicine,Songping,China,Database Administrator III,Cross-platform composite array,2018-01-07,2018-05-02,2990.11,CNY
Chongqing University,Yonghe,China,Systems Administrator I,Managed holistic matrices,2016-03-22,2016-08-06,3070.83,CNY
Biysk State Padagogical University after V.M. Shukshin ,Sergeyevka,Russia,Chief Design Engineer,Horizontal demand-driven definition,2017-11-14,2017-11-30,6978.98,RUB
University of Mostar,Mejdan - Obilićevo,Bosnia and Herzegovina,Operator,Cross-platform bi-directional model,2018-01-02,2018-06-18,4911.5,BAM
Auckland University of Technology,Waitangi,New Zealand,Technical Writer,De-engineered foreground encryption,2016-04-26,2016-08-25,5688.98,NZD
Tashkent State University of Economics,Charxin,Uzbekistan,Professor,Customer-focused web-enabled artificial intelligence,2019-03-29,2019-06-08,2055.58,UZS
Foothill-De Anza Community College District,Chattanooga,United States,Structural Analysis Engineer,Centralized clear-thinking secured line,2016-10-13,2017-01-25,266.04,USD
Northeast Normal University,Chengkou,China,Analog Circuit Design manager,Mandatory fresh-thinking throughput,2016-07-23,2017-01-09,8916.64,CNY
Megatrend University of Applied Sciences,Inđija,Serbia,Web Developer III,Devolved cohesive project,2017-09-16,2018-04-14,2245.94,RSD
Nanjing Medical University,Heshui,China,Technical Writer,Seamless reciprocal groupware,2017-01-16,2017-03-19,7053.94,CNY
"University of Northern Virginia, Prague Campus",Jesenice,Czech Republic,Social Worker,Ergonomic methodical software,2017-03-27,2017-08-26,424.73,CZK
Universidad de Piura,Ramón Castilla,Peru,Dental Hygienist,Profound hybrid encryption,2017-09-03,2018-01-23,3812.5,PEN
National University of Ireland,Coolock,Ireland,Registered Nurse,Vision-oriented non-volatile groupware,2018-06-18,2018-07-22,759.13,EUR
Drzavni Univerzitet u Novom Pazaru,Višnjićevo,Serbia,Senior Cost Accountant,Re-engineered maximized application,2017-03-12,2017-07-05,5908.17,RSD
Instituto Politécnico da Guarda,Fonte da Vaca,Portugal,Payment Adjustment Coordinator,De-engineered optimal application,2018-04-13,2018-05-06,4508.53,EUR
Pedagogical University of Rzeszow,Sieniawa Żarska,Poland,Senior Sales Associate,Universal optimizing capacity,2019-10-06,2020-02-03,9701.48,PLN
Jönköping University College of Health Sciences,Ludvika,Sweden,Legal Assistant,Multi-channelled mission-critical synergy,2018-02-23,2018-03-27,5295.22,SEK
Latvian Academy of Music,Nīca,Latvia,Pharmacist,Organic web-enabled pricing structure,2016-06-24,2016-10-15,5111.2,EUR
Tajikistan International University,Kolkhozobod,Tajikistan,Internal Auditor,Self-enabling 6th generation adapter,2016-07-08,2016-08-28,7394.03,TJS
Pak-AIMS (American Institute of Management Sciences),Rājo Khanāni,Pakistan,Senior Developer,Cross-group object-oriented implementation,2018-08-07,2018-10-20,3144.43,PKR
"University of Perpetual Help, System Dalta",Linmansangan,Philippines,Human Resources Manager,Horizontal analyzing Graphic Interface,2018-09-04,2018-10-21,7092.93,PHP
Centro Escolar University,Del Rosario,Philippines,Information Systems Manager,Polarised responsive concept,2019-04-29,2019-09-02,9726.55,PHP
Chengdu University of Traditional Chinese Medicine,Jinshan,China,Professor,Exclusive mission-critical focus group,2019-01-03,2019-01-29,5260.92,CNY
Universidad Xicotepetl,La Loma,Mexico,Environmental Tech,Managed mobile Graphic Interface,2019-03-09,2019-07-22,1770.1,MXN
Agricultural University of Georgia,Tsalka,Georgia,VP Marketing,Face to face human-resource product,2018-01-14,2018-04-15,2718.04,GEL
Shandong Economic University,Jiuxian,China,Budget/Accounting Analyst III,Distributed regional internet solution,2018-01-31,2018-08-18,2009.76,CNY
St. Petersburg State Academy for Engineering Economics (ENGECON),Dukhovnitskoye,Russia,Desktop Support Technician,Face to face impactful Graphical User Interface,2018-05-13,2018-12-16,8339.82,RUB
University of Santo Tomas,Santa Catalina Norte,Philippines,Human Resources Assistant IV,Versatile systemic secured line,2019-05-28,2019-10-25,8073.12,PHP
University College of Skövde,Borås,Sweden,Financial Analyst,Optimized directional artificial intelligence,2018-04-20,2018-10-06,733.62,SEK
St. Petersburg State Medical Academy,Korolev,Russia,Systems Administrator IV,Diverse didactic interface,2017-01-18,2017-03-29,328.16,RUB
University of Luxemburg,Bettendorf,Luxembourg,Executive Secretary,Organic systemic application,2019-03-11,2019-08-14,802.29,EUR
Harbin Normal University,Huayang,China,Marketing Assistant,Cloned full-range database,2018-10-10,2019-01-09,5647.89,CNY
Södertörn University College,Motala,Sweden,Software Engineer III,Open-architected well-modulated architecture,2016-07-26,2016-12-01,8172.54,SEK
Södertörn University College,Boden,Sweden,VP Marketing,Optimized bi-directional process improvement,2018-10-14,2019-03-08,2517.25,SEK
Universidad Central de Venezuela,San Juan de Colón,Venezuela,Database Administrator III,Configurable zero tolerance installation,2018-07-17,2018-12-02,4343.43,VEF
Suan Dusit Rajabhat University,Sattahip,Thailand,Senior Editor,Open-architected holistic middleware,2018-05-29,2018-06-13,4589.81,THB
Universidad Autónoma del Estado de Hidalgo,Loma Bonita,Mexico,Technical Writer,Optimized asynchronous matrices,2019-01-16,2019-07-01,5476.5,MXN
Eastern Asia University,Khao Kho,Thailand,Physical Therapy Assistant,Advanced high-level standardization,2017-08-09,2018-02-08,6999.46,THB
Universitas 17 Agustus 1945 Surabaya,Airmata,Indonesia,Pharmacist,Assimilated mission-critical synergy,2018-03-11,2018-05-25,634.55,IDR
Shanghai Ouhua Vocational Technical College,Fengyi,China,Software Consultant,Reactive needs-based emulation,2018-05-30,2018-10-13,7707.82,CNY
Groupe Sup de Co Montpellier,Laon,France,VP Accounting,Exclusive regional implementation,2019-03-25,2019-09-29,2456.2,EUR
Northwest Normal University Lanzhou,Yanglong,China,Pharmacist,Profit-focused didactic data-warehouse,2019-05-01,2019-09-03,4919.32,CNY
Perm State Academy of Agriculture,Ostrov,Russia,Automation Specialist II,Programmable leading edge info-mediaries,2019-06-18,2019-07-15,1016.36,RUB
Chongqing Wenli University,Dushi,China,Financial Advisor,Polarised bifurcated process improvement,2018-04-13,2018-07-15,975.26,CNY
Hainan Normal University,Hushan,China,Analyst Programmer,Progressive high-level time-frame,2019-04-08,2019-07-04,1363.54,CNY
Ural State Conservatory,Rogachëvo,Russia,Editor,Intuitive dynamic throughput,2018-04-18,2018-07-04,6217.78,RUB
Ecole Normale Supérieure de Paris,Lorient,France,Engineer II,Multi-layered next generation leverage,2016-10-30,2017-02-18,4223.54,EUR
Universitas Islam Malang,Sumberpucung,Indonesia,Software Engineer II,Optimized impactful array,2017-10-21,2018-03-07,4267.71,IDR
Central Radio and TV University,Wangqingtuo,China,Biostatistician III,Upgradable leading edge internet solution,2017-06-14,2017-11-25,4017.64,CNY
Khabarovsk State Academy of Economics and Law,Petrodvorets,Russia,Software Consultant,Persistent homogeneous portal,2016-10-03,2017-02-08,4269.24,RUB
Inner Mongolia Normal University,Zhongxi,China,Professor,Cross-group grid-enabled benchmark,2017-10-15,2017-12-22,708.11,CNY
Institucion Universitaria de Envigado,Tierralta,Colombia,Software Consultant,Monitored attitude-oriented groupware,2016-12-19,2017-06-02,7686.48,COP
Hebei United University,Angao,China,Data Coordinator,Realigned multi-tasking framework,2017-05-01,2017-09-19,843.2,CNY
Universidad Abierta Interamericana,Nueve de Julio,Argentina,GIS Technical Architect,Seamless content-based focus group,2019-07-27,2019-09-02,1121.83,ARS
Institut des Hautes Etudes de Management,Zagora,Morocco,VP Product Management,Reverse-engineered 5th generation software,2018-08-31,2018-10-03,4432.76,MAD
Irkutsk State Academy of Economics,Sovetskiy,Russia,VP Marketing,Universal non-volatile framework,2018-07-26,2018-11-28,7461.52,RUB
Kherson State University,Uralo-Kavkaz,Ukraine,Desktop Support Technician,Face to face reciprocal forecast,2019-11-18,2020-01-11,1275.56,UAH
Dalian University,Liufeng,China,Computer Systems Analyst I,Exclusive 24 hour analyzer,2019-10-16,2019-10-29,1383.51,CNY
St.Kliment Ohridski University,Крива Паланка,Macedonia,Budget/Accounting Analyst I,Sharable national orchestration,2016-07-18,2016-12-23,9139.42,MKD
Al-Jabal Al-Gharbi University,Al Burayqah,Libya,Research Associate,Operative clear-thinking installation,2019-02-18,2019-03-19,8265.89,LYD
Far Eastern University,Quezon,Philippines,Physical Therapy Assistant,Integrated systemic attitude,2018-02-28,2018-08-05,2733.58,PHP
Liaocheng Teachers University,Huizhou,China,Software Consultant,Horizontal client-driven help-desk,2019-02-06,2019-08-08,8512.65,CNY
Universitas Kristen Indonesia Tomohon,Kema,Indonesia,Geological Engineer,Stand-alone directional synergy,2017-09-30,2017-10-23,5478.58,IDR
Universitas Udayana,Krajan Selatan,Indonesia,Registered Nurse,Integrated optimal interface,2016-03-10,2016-08-24,9943.41,IDR
Universidade de Santa Cruz do Sul,Catu,Brazil,Recruiting Manager,Business-focused intangible software,2016-06-26,2016-12-02,1216.71,BRL
China Agriculture University East,Yintang,China,Associate Professor,Switchable zero defect service-desk,2017-12-12,2018-02-06,9772.84,CNY
Bangkok University,Pak Phli,Thailand,Registered Nurse,Multi-tiered upward-trending adapter,2018-04-25,2018-07-15,1659.45,THB
Centro Universitário Monte Serrat,Araripina,Brazil,Chief Design Engineer,Profound background firmware,2019-11-12,2020-01-14,5716.81,BRL
Universidad Nacional de Río Cuarto,Libertador General San Martín,Argentina,Software Consultant,Multi-layered context-sensitive throughput,2018-02-06,2018-04-26,3794.33,ARS
Technical University of Lodz,Koniaków,Poland,Business Systems Development Analyst,Function-based fresh-thinking hierarchy,2019-03-09,2019-06-20,5745.34,PLN
NHTV Breda University of Professional Education,Emmeloord,Netherlands,Data Coordinator,Robust impactful leverage,2016-03-15,2016-05-12,4709.65,EUR
Universitas Widya Gama Malang,Takari,Indonesia,Software Consultant,Function-based contextually-based concept,2017-02-06,2017-05-01,3356.5,IDR
Bila Cerkva State Agrarian University,Velyki Sorochyntsi,Ukraine,Sales Associate,Down-sized bandwidth-monitored product,2017-03-11,2017-10-10,4159.33,UAH
Guizhou University,Laixi,China,Research Nurse,Down-sized systemic superstructure,2017-05-13,2017-09-28,5300.87,CNY
Smolensk State Medical Academy,Peterhof,Russia,Web Developer I,Synergized directional initiative,2018-10-09,2018-12-10,7156.91,RUB
Universitas Pembangunan Panca Budi,Banjarsari,Indonesia,Marketing Assistant,Integrated asymmetric leverage,2017-07-05,2018-01-11,2885.05,IDR
"Federal University of Technology, Akure",Oke Iho,Nigeria,Developer I,Automated bandwidth-monitored utilisation,2018-08-30,2018-10-26,5389.93,NGN
East Ukrainian National University,Krasne,Ukraine,VP Product Management,Adaptive content-based capacity,2016-02-24,2016-09-02,7911.96,UAH
Universidad de Concepción del Uruguay,Añatuya,Argentina,Speech Pathologist,Compatible mobile algorithm,2018-05-09,2018-10-12,3649.73,ARS
Brno University of Technology,Dolní Lhota,Czech Republic,Structural Engineer,Progressive optimizing knowledge base,2016-10-27,2017-03-04,2945.32,CZK
Universidade do Estado do Rio de Janeiro,Massaranduba,Brazil,Teacher,Inverse human-resource open system,2019-02-19,2019-05-30,1026.65,BRL
Moscow State University M.V. Lomonosov,Tambov,Russia,Nurse,Vision-oriented cohesive service-desk,2019-03-11,2019-08-17,8329.01,RUB
Karlstad University,Västerås,Sweden,Quality Control Specialist,Focused 24/7 info-mediaries,2018-11-10,2019-03-14,3149.71,SEK
Medical Academy Karol Marcinkowski in Poznan,Chwałowice,Poland,Tax Accountant,Object-based human-resource local area network,2018-04-18,2018-10-12,5041.65,PLN
Tyumen State Agricultural Academy,Nagornyy,Russia,Senior Cost Accountant,Quality-focused 4th generation productivity,2016-06-28,2016-11-16,6935.07,RUB
China University of Geosciences Wuhan,Shigu,China,Marketing Assistant,Down-sized scalable matrices,2016-08-07,2016-09-26,3578.69,CNY
Bila Cerkva State Agrarian University,Chornukhy,Ukraine,Assistant Professor,Innovative 6th generation data-warehouse,2016-06-28,2016-08-11,8825.54,UAH
"Universidad Internacional SEK, Quito",Guaranda,Ecuador,Professor,Visionary coherent frame,2018-01-31,2018-05-21,6998.33,USD
Ningxia University,Qinghe,China,Safety Technician IV,Polarised grid-enabled hardware,2018-10-14,2018-12-19,5686.05,CNY
Universitas Muhammadiyah Surakarta,Boneng,Indonesia,Social Worker,Future-proofed hybrid emulation,2016-11-25,2017-06-15,5991.02,IDR
Universitas Jayabaya,Reuleuet,Indonesia,Project Manager,Face to face empowering collaboration,2018-07-01,2018-12-26,7097.14,IDR
Universitas Udayana,Titab,Indonesia,Senior Quality Engineer,Right-sized eco-centric local area network,2017-08-25,2017-12-15,9272.01,IDR
Wudanshan Taoist College ,Yuncao,China,Senior Financial Analyst,Balanced multimedia hierarchy,2018-10-23,2019-04-16,902.63,CNY
Anhui University of Traditional Chinese Medicine,Maqiu,China,Developer I,Inverse neutral analyzer,2019-07-06,2019-07-11,548.58,CNY
Philippine Military Academy,Jalaud,Philippines,Analog Circuit Design manager,Profound analyzing paradigm,2017-01-03,2017-01-05,8032.47,PHP
Universidad de Iberoamérica,Belén,Costa Rica,Social Worker,Pre-emptive bandwidth-monitored structure,2017-02-25,2017-03-29,5122.67,CRC
Universitas HKBP Nommensen,Tondano,Indonesia,Project Manager,Visionary holistic analyzer,2018-01-16,2018-07-20,4367.94,IDR
